"timestamp","instance","resource","value"
"2020-07-21 18:20:08","4","3305","3.3"
"2020-07-21 18:20:09","4","3306","0.1"
"2020-07-21 18:20:09","4","3308","939.4"
"2020-07-21 18:20:09","4","3316","4.08"
"2020-07-21 18:21:40","3","3304","88.2"
"2020-07-21 18:21:40","3","3307","1.28"
"2020-07-21 18:22:17","1","3303","17.0"
"2020-07-21 18:22:17","1","3304","92.5"
"2020-07-21 18:22:17","1","3307","0.09"
"2020-07-21 18:22:18","1","3305","3.3"
"2020-07-21 18:22:18","1","3306","0.1"
"2020-07-21 18:22:18","1","3316","4.02"
"2020-07-21 18:28:47","2","3303","17.1"
"2020-07-21 18:28:47","2","3304","89.2"
"2020-07-21 18:28:47","2","3307","1.68"
"2020-07-21 18:28:47","2","3305","3.3"
"2020-07-21 18:28:47","2","3306","0.1"
"2020-07-21 18:28:47","2","3308","940.2"
"2020-07-21 18:28:48","2","3316","4.12"
"2020-07-21 18:34:04","4","3304","86.7"
"2020-07-21 18:34:04","4","3307","1.63"
"2020-07-21 18:34:04","4","3305","3.3"
"2020-07-21 18:34:05","4","3306","0.1"
"2020-07-21 18:34:05","4","3308","939.5"
"2020-07-21 18:34:05","4","3316","4.08"
"2020-07-21 18:37:12","1","3303","17.0"
"2020-07-21 18:37:12","1","3304","92.5"
"2020-07-21 18:37:12","1","3307","0.09"
"2020-07-21 18:37:13","1","3305","3.3"
"2020-07-21 18:37:13","1","3306","0.12"
"2020-07-21 18:37:13","1","3308","939.3"
"2020-07-21 18:37:13","1","3316","4.05"
"2020-07-21 18:43:08","2","3304","89.2"
"2020-07-21 18:43:08","2","3307","1.69"
"2020-07-21 18:43:08","2","3305","3.3"
"2020-07-21 18:43:08","2","3306","0.1"
"2020-07-21 18:43:08","2","3308","940.2"
"2020-07-21 18:43:09","2","3316","4.12"
"2020-07-21 18:46:52","4","3303","16.3"
"2020-07-21 18:46:52","4","3304","91.3"
"2020-07-21 18:46:52","4","3307","1.64"
"2020-07-21 18:46:52","4","3305","3.3"
"2020-07-21 18:46:52","4","3306","0.1"
"2020-07-21 18:46:53","4","3308","939.5"
"2020-07-21 18:46:53","4","3316","4.08"
"2020-07-21 18:47:52","1","3303","16.2"
"2020-07-21 18:47:52","1","3304","95.2"
"2020-07-21 18:47:52","1","3307","0.09"
"2020-07-21 18:47:52","1","3305","3.3"
"2020-07-21 18:47:52","1","3306","0.12"
"2020-07-21 18:47:52","1","3308","939.4"
"2020-07-21 18:47:53","1","3316","4.03"
"2020-07-21 18:58:50","2","3303","16.2"
"2020-07-21 18:58:50","2","3304","90.9"
"2020-07-21 18:58:50","2","3307","1.69"
"2020-07-21 18:58:50","2","3305","3.3"
"2020-07-21 18:58:50","2","3306","0.1"
"2020-07-21 18:58:51","2","3308","940.4"
"2020-07-21 18:58:51","2","3316","4.12"
"2020-07-21 18:59:39","4","3303","16.3"
"2020-07-21 18:59:39","4","3304","91.3"
"2020-07-21 18:59:40","4","3307","1.65"
"2020-07-21 18:59:40","4","3305","3.3"
"2020-07-21 18:59:40","4","3306","0.1"
"2020-07-21 18:59:40","4","3308","939.7"
"2020-07-21 18:59:40","4","3316","4.07"
"2020-07-21 19:00:39","1","3303","16.2"
"2020-07-21 19:00:39","1","3304","95.2"
"2020-07-21 19:00:39","1","3307","0.1"
"2020-07-21 19:00:39","1","3305","3.3"
"2020-07-21 19:00:39","1","3306","0.12"
"2020-07-21 19:00:39","1","3308","939.6"
"2020-07-21 19:00:40","1","3316","4.05"
"2020-07-21 19:08:20","3","3306","0.05"
"2020-07-21 19:09:49","2","3307","1.69"
"2020-07-21 19:09:49","2","3305","3.3"
"2020-07-21 19:09:49","2","3306","0.1"
"2020-07-21 19:09:49","2","3308","940.5"
"2020-07-21 19:09:50","2","3316","4.12"
"2020-07-21 19:12:26","1","3303","15.5"
"2020-07-21 19:12:26","1","3304","97.0"
"2020-07-21 19:12:26","1","3307","0.1"
"2020-07-21 19:12:26","1","3305","3.3"
"2020-07-21 19:12:27","1","3306","0.12"
"2020-07-21 19:12:27","1","3308","939.7"
"2020-07-21 19:12:27","1","3316","4.03"
"2020-07-21 19:13:37","4","3303","14.8"
"2020-07-21 19:13:37","4","3304","93.9"
"2020-07-21 19:13:37","4","3307","1.66"
"2020-07-21 19:13:37","4","3305","3.3"
"2020-07-21 19:13:38","4","3306","0.1"
"2020-07-21 19:13:38","4","3308","939.8"
"2020-07-21 19:13:38","4","3316","4.07"
"2020-07-21 19:24:09","2","3303","15.4"
"2020-07-21 19:24:09","2","3307","1.69"
"2020-07-21 19:24:10","2","3305","3.3"
"2020-07-21 19:24:10","2","3306","0.12"
"2020-07-21 19:24:10","2","3308","940.5"
"2020-07-21 19:24:10","2","3316","4.12"
"2020-07-21 19:26:21","1","3303","15.5"
"2020-07-21 19:26:21","1","3304","97.0"
"2020-07-21 19:26:21","1","3307","0.1"
"2020-07-21 19:26:21","1","3305","3.3"
"2020-07-21 19:26:21","1","3306","0.12"
"2020-07-21 19:26:22","1","3308","939.7"
"2020-07-21 19:26:22","1","3316","4.03"
"2020-07-21 19:27:32","4","3303","14.8"
"2020-07-21 19:27:32","4","3304","93.9"
"2020-07-21 19:27:33","4","3307","1.66"
"2020-07-21 19:27:33","4","3305","3.3"
"2020-07-21 19:27:33","4","3306","0.1"
"2020-07-21 19:27:33","4","3308","939.9"
"2020-07-21 19:27:33","4","3316","4.07"
"2020-07-21 19:36:18","2","3303","15.4"
"2020-07-21 19:36:18","2","3304","92.4"
"2020-07-21 19:36:18","2","3307","1.68"
"2020-07-21 19:36:18","2","3305","3.3"
"2020-07-21 19:36:18","2","3306","0.12"
"2020-07-21 19:36:19","2","3308","940.6"
"2020-07-21 19:36:19","2","3316","4.11"
"2020-07-21 19:37:02","1","3303","14.5"
"2020-07-21 19:37:02","1","3304","98.9"
"2020-07-21 19:37:02","1","3307","0.1"
"2020-07-21 19:37:02","1","3305","3.3"
"2020-07-21 19:37:03","1","3306","0.12"
"2020-07-21 19:37:03","1","3308","939.8"
"2020-07-21 19:37:03","1","3316","4.03"
"2020-07-21 19:39:20","4","3303","14.7"
"2020-07-21 19:39:20","4","3304","93.9"
"2020-07-21 19:39:20","4","3307","1.66"
"2020-07-21 19:39:20","4","3305","3.3"
"2020-07-21 19:39:21","4","3306","0.1"
"2020-07-21 19:39:21","4","3308","939.9"
"2020-07-21 19:39:21","4","3316","4.07"
"2020-07-21 19:47:16","2","3303","14.9"
"2020-07-21 19:47:17","2","3307","1.69"
"2020-07-21 19:47:17","2","3305","3.3"
"2020-07-21 19:47:17","2","3306","0.12"
"2020-07-21 19:47:17","2","3308","940.7"
"2020-07-21 19:47:17","2","3316","4.12"
"2020-07-21 19:49:21","3","3303","14.9"
"2020-07-21 19:50:57","1","3304","98.9"
"2020-07-21 19:50:57","1","3307","0.1"
"2020-07-21 19:50:57","1","3305","3.3"
"2020-07-21 19:50:57","1","3306","0.15"
"2020-07-21 19:50:58","1","3308","939.9"
"2020-07-21 19:50:58","1","3316","4.03"
"2020-07-21 19:52:07","4","3303","14.7"
"2020-07-21 19:52:07","4","3304","93.9"
"2020-07-21 19:52:07","4","3307","1.67"
"2020-07-21 19:52:08","4","3305","3.3"
"2020-07-21 19:52:08","4","3306","0.1"
"2020-07-21 19:52:08","4","3308","940.0"
"2020-07-21 19:52:08","4","3316","4.07"
"2020-07-21 20:01:36","2","3303","14.9"
"2020-07-21 20:01:37","2","3304","93.5"
"2020-07-21 20:01:37","2","3307","1.69"
"2020-07-21 20:01:37","2","3305","3.3"
"2020-07-21 20:01:37","2","3306","0.12"
"2020-07-21 20:02:49","4","3303","13.9"
"2020-07-21 20:02:49","4","3304","95.4"
"2020-07-21 20:02:49","4","3307","1.68"
"2020-07-21 20:02:49","4","3305","3.3"
"2020-07-21 20:02:49","4","3306","0.1"
"2020-07-21 20:02:49","4","3308","940.1"
"2020-07-21 20:02:50","4","3316","4.07"
"2020-07-21 20:06:11","1","3303","14.4"
"2020-07-21 20:06:11","1","3304","98.9"
"2020-07-21 20:06:12","1","3307","0.1"
"2020-07-21 20:06:12","1","3305","3.3"
"2020-07-21 20:06:12","1","3306","0.15"
"2020-07-21 20:06:12","1","3308","940.0"
"2020-07-21 20:06:12","1","3316","4.02"
"2020-07-21 20:13:45","2","3303","14.5"
"2020-07-21 20:13:45","2","3304","94.2"
"2020-07-21 20:13:45","2","3307","1.7"
"2020-07-21 20:13:46","2","3305","3.3"
"2020-07-21 20:13:46","2","3306","0.12"
"2020-07-21 20:13:46","2","3308","940.9"
"2020-07-21 20:13:46","2","3316","4.11"
"2020-07-21 20:16:44","4","3303","13.9"
"2020-07-21 20:16:44","4","3304","95.4"
"2020-07-21 20:16:44","4","3307","1.68"
"2020-07-21 20:16:44","4","3305","3.29"
"2020-07-21 20:16:45","4","3306","0.12"
"2020-07-21 20:16:45","4","3308","940.2"
"2020-07-21 20:16:45","4","3316","4.07"
"2020-07-21 20:18:58","1","3303","14.4"
"2020-07-21 20:18:58","1","3304","98.9"
"2020-07-21 20:18:58","1","3307","0.1"
"2020-07-21 20:18:58","1","3305","3.3"
"2020-07-21 20:18:58","1","3306","0.15"
"2020-07-21 20:18:59","1","3308","940.1"
"2020-07-21 20:18:59","1","3316","4.02"
"2020-07-21 20:24:44","2","3304","94.2"
"2020-07-21 20:24:44","2","3305","3.3"
"2020-07-21 20:24:44","2","3306","0.12"
"2020-07-21 20:24:44","2","3308","941.0"
"2020-07-21 20:29:37","1","3303","14.0"
"2020-07-21 20:29:37","1","3304","99.9"
"2020-07-21 20:29:37","1","3307","0.1"
"2020-07-21 20:29:37","1","3305","3.29"
"2020-07-21 20:29:37","1","3306","0.15"
"2020-07-21 20:29:37","1","3308","940.2"
"2020-07-21 20:29:38","1","3316","4.01"
"2020-07-21 20:31:39","4","3303","13.8"
"2020-07-21 20:31:39","4","3304","95.4"
"2020-07-21 20:31:39","4","3307","1.7"
"2020-07-21 20:31:39","4","3305","3.29"
"2020-07-21 20:31:39","4","3306","0.12"
"2020-07-21 20:31:39","4","3308","940.3"
"2020-07-21 20:31:39","4","3316","4.06"
"2020-07-21 20:35:42","2","3303","14.0"
"2020-07-21 20:35:42","2","3304","95.2"
"2020-07-21 20:35:42","2","3307","1.7"
"2020-07-21 20:35:42","2","3305","3.29"
"2020-07-21 20:35:43","2","3306","0.12"
"2020-07-21 20:35:43","2","3316","4.11"
"2020-07-21 20:41:23","1","3303","14.0"
"2020-07-21 20:41:24","1","3307","0.1"
"2020-07-21 20:41:24","1","3305","3.29"
"2020-07-21 20:41:24","1","3306","0.15"
"2020-07-21 20:41:24","1","3308","940.2"
"2020-07-21 20:41:25","1","3316","4.03"
"2020-07-21 20:46:33","4","3303","13.8"
"2020-07-21 20:46:33","4","3304","95.4"
"2020-07-21 20:46:33","4","3307","1.69"
"2020-07-21 20:46:34","4","3305","3.29"
"2020-07-21 20:46:34","4","3306","0.12"
"2020-07-21 20:46:34","4","3308","940.4"
"2020-07-21 20:46:34","4","3316","4.06"
"2020-07-21 20:50:02","2","3304","95.2"
"2020-07-21 20:50:02","2","3307","1.69"
"2020-07-21 20:50:02","2","3305","3.29"
"2020-07-21 20:50:02","2","3306","0.15"
"2020-07-21 20:50:03","2","3308","941.1"
"2020-07-21 20:50:03","2","3316","4.11"
"2020-07-21 20:56:17","1","3303","13.5"
"2020-07-21 20:56:18","1","3304","99.9"
"2020-07-21 20:56:18","1","3307","0.1"
"2020-07-21 20:56:18","1","3305","3.29"
"2020-07-21 20:56:18","1","3306","0.15"
"2020-07-21 20:56:18","1","3308","940.3"
"2020-07-21 20:56:18","1","3316","4.01"
"2020-07-21 20:59:20","4","3303","13.3"
"2020-07-21 20:59:20","4","3304","96.3"
"2020-07-21 20:59:20","4","3307","1.7"
"2020-07-21 20:59:20","4","3305","3.29"
"2020-07-21 20:59:20","4","3306","0.12"
"2020-07-21 20:59:21","4","3308","940.5"
"2020-07-21 20:59:21","4","3316","4.06"
"2020-07-21 21:02:10","2","3303","13.5"
"2020-07-21 21:02:10","2","3304","94.5"
"2020-07-21 21:02:10","2","3307","1.7"
"2020-07-21 21:02:11","2","3305","3.29"
"2020-07-21 21:02:11","2","3306","0.15"
"2020-07-21 21:02:11","2","3308","941.2"
"2020-07-21 21:02:11","2","3316","4.1"
"2020-07-21 21:09:59","4","3304","96.3"
"2020-07-21 21:09:59","4","3307","1.69"
"2020-07-21 21:10:00","4","3305","3.29"
"2020-07-21 21:10:00","4","3306","0.12"
"2020-07-21 21:10:00","4","3308","940.6"
"2020-07-21 21:10:00","4","3316","4.06"
"2020-07-21 21:11:11","1","3303","13.5"
"2020-07-21 21:11:11","1","3304","99.9"
"2020-07-21 21:11:11","1","3307","0.1"
"2020-07-21 21:11:12","1","3305","3.29"
"2020-07-21 21:11:12","1","3306","0.15"
"2020-07-21 21:11:12","1","3308","940.4"
"2020-07-21 21:11:12","1","3316","4.02"
"2020-07-21 21:17:31","2","3303","13.5"
"2020-07-21 21:17:31","2","3304","94.5"
"2020-07-21 21:17:31","2","3307","1.7"
"2020-07-21 21:17:31","2","3305","3.29"
"2020-07-21 21:17:32","2","3306","0.15"
"2020-07-21 21:17:32","2","3308","941.3"
"2020-07-21 21:17:32","2","3316","4.1"
"2020-07-21 21:23:54","4","3303","12.9"
"2020-07-21 21:23:54","4","3304","97.0"
"2020-07-21 21:23:54","4","3307","1.69"
"2020-07-21 21:23:54","4","3305","3.29"
"2020-07-21 21:23:55","4","3306","0.12"
"2020-07-21 21:23:55","4","3308","940.7"
"2020-07-21 21:23:55","4","3316","4.06"
"2020-07-21 21:23:57","1","3303","13.1"
"2020-07-21 21:23:57","1","3304","99.9"
"2020-07-21 21:23:58","1","3307","0.1"
"2020-07-21 21:23:58","1","3305","3.29"
"2020-07-21 21:23:58","1","3306","0.15"
"2020-07-21 21:23:58","1","3308","940.5"
"2020-07-21 21:23:58","1","3316","4.02"
"2020-07-21 21:29:39","2","3303","13.1"
"2020-07-21 21:29:39","2","3304","95.5"
"2020-07-21 21:29:39","2","3307","1.7"
"2020-07-21 21:29:40","2","3305","3.29"
"2020-07-21 21:29:40","2","3306","0.15"
"2020-07-21 21:29:40","2","3308","941.3"
"2020-07-21 21:29:40","2","3316","4.08"
"2020-07-21 21:36:41","4","3303","12.9"
"2020-07-21 21:36:41","4","3304","97.0"
"2020-07-21 21:36:41","4","3307","1.68"
"2020-07-21 21:36:41","4","3305","3.29"
"2020-07-21 21:36:41","4","3306","0.12"
"2020-07-21 21:36:41","4","3308","940.6"
"2020-07-21 21:36:42","4","3316","4.06"
"2020-07-21 21:36:43","1","3303","13.1"
"2020-07-21 21:36:43","1","3304","99.9"
"2020-07-21 21:36:44","1","3307","0.1"
"2020-07-21 21:36:44","1","3306","0.15"
"2020-07-21 21:36:44","1","3308","940.4"
"2020-07-21 21:36:44","1","3316","4.02"
"2020-07-21 21:45:00","2","3303","13.1"
"2020-07-21 21:45:00","2","3304","95.5"
"2020-07-21 21:45:00","2","3307","1.7"
"2020-07-21 21:45:00","2","3305","3.29"
"2020-07-21 21:45:01","2","3306","0.15"
"2020-07-21 21:45:01","2","3308","941.4"
"2020-07-21 21:45:01","2","3316","4.11"
"2020-07-21 21:49:29","1","3303","12.7"
"2020-07-21 21:49:30","1","3304","99.9"
"2020-07-21 21:49:30","1","3307","0.1"
"2020-07-21 21:49:30","1","3305","3.29"
"2020-07-21 21:49:30","1","3306","0.15"
"2020-07-21 21:49:30","1","3308","940.4"
"2020-07-21 21:49:30","1","3316","4.0"
"2020-07-21 21:49:33","4","3303","-127.0"
"2020-07-21 21:49:33","4","3304","98.0"
"2020-07-21 21:49:34","4","3307","1.68"
"2020-07-21 21:49:34","4","3305","3.29"
"2020-07-21 21:49:34","4","3306","0.12"
"2020-07-21 21:49:34","4","3308","940.7"
"2020-07-21 21:49:34","4","3316","4.06"
"2020-07-21 21:49:35","3","3307","1.29"
"2020-07-21 21:57:08","2","3303","12.8"
"2020-07-21 21:57:08","2","3304","96.1"
"2020-07-21 21:57:08","2","3307","1.7"
"2020-07-21 21:57:08","2","3305","3.29"
"2020-07-21 21:57:08","2","3306","0.15"
"2020-07-21 21:57:09","2","3308","941.3"
"2020-07-21 21:57:09","2","3316","4.11"
"2020-07-21 22:02:15","1","3303","12.7"
"2020-07-21 22:02:16","1","3304","99.9"
"2020-07-21 22:02:16","1","3307","0.1"
"2020-07-21 22:02:16","1","3305","3.29"
"2020-07-21 22:02:16","1","3306","0.17"
"2020-07-21 22:02:16","1","3308","940.5"
"2020-07-21 22:02:16","1","3316","4.0"
"2020-07-21 22:03:28","4","3303","12.1"
"2020-07-21 22:03:28","4","3304","98.0"
"2020-07-21 22:03:28","4","3307","1.68"
"2020-07-21 22:03:29","4","3305","3.29"
"2020-07-21 22:03:29","4","3306","0.12"
"2020-07-21 22:03:29","4","3308","940.7"
"2020-07-21 22:03:29","4","3316","4.06"
"2020-07-21 22:08:06","2","3303","12.8"
"2020-07-21 22:08:06","2","3304","96.1"
"2020-07-21 22:08:06","2","3307","1.7"
"2020-07-21 22:08:06","2","3305","3.29"
"2020-07-21 22:08:06","2","3306","0.15"
"2020-07-21 22:08:07","2","3308","941.4"
"2020-07-21 22:08:07","2","3316","4.08"
"2020-07-21 22:15:02","1","3304","99.9"
"2020-07-21 22:15:02","1","3307","0.11"
"2020-07-21 22:15:02","1","3305","3.29"
"2020-07-21 22:15:02","1","3306","0.17"
"2020-07-21 22:15:02","1","3308","940.6"
"2020-07-21 22:15:02","1","3316","4.02"
"2020-07-21 22:17:27","4","3303","11.8"
"2020-07-21 22:17:27","4","3304","98.7"
"2020-07-21 22:17:27","4","3307","1.68"
"2020-07-21 22:17:27","4","3305","3.29"
"2020-07-21 22:17:27","4","3306","0.12"
"2020-07-21 22:17:27","4","3308","940.8"
"2020-07-21 22:17:28","4","3316","4.06"
"2020-07-21 22:22:25","2","3303","12.4"
"2020-07-21 22:22:25","2","3304","96.4"
"2020-07-21 22:22:25","2","3307","1.71"
"2020-07-21 22:22:26","2","3305","3.29"
"2020-07-21 22:22:26","2","3306","0.15"
"2020-07-21 22:22:26","2","3308","941.5"
"2020-07-21 22:22:26","2","3316","4.08"
"2020-07-21 22:25:40","1","3303","12.4"
"2020-07-21 22:25:40","1","3304","99.9"
"2020-07-21 22:25:40","1","3307","0.11"
"2020-07-21 22:25:40","1","3305","3.28"
"2020-07-21 22:25:41","1","3306","0.17"
"2020-07-21 22:25:41","1","3308","940.7"
"2020-07-21 22:25:41","1","3316","4.02"
"2020-07-21 22:31:21","4","3303","11.8"
"2020-07-21 22:31:21","4","3304","98.7"
"2020-07-21 22:31:21","4","3307","1.69"
"2020-07-21 22:31:22","4","3305","3.28"
"2020-07-21 22:31:22","4","3306","0.12"
"2020-07-21 22:31:22","4","3308","940.9"
"2020-07-21 22:31:22","4","3316","4.06"
"2020-07-21 22:37:45","2","3303","12.4"
"2020-07-21 22:37:46","2","3304","96.4"
"2020-07-21 22:37:46","2","3307","1.71"
"2020-07-21 22:37:46","2","3305","3.29"
"2020-07-21 22:37:46","2","3306","0.15"
"2020-07-21 22:37:46","2","3308","941.6"
"2020-07-21 22:37:47","2","3316","4.1"
"2020-07-21 22:40:33","1","3303","12.1"
"2020-07-21 22:40:33","1","3304","99.9"
"2020-07-21 22:40:34","1","3307","0.11"
"2020-07-21 22:40:34","1","3305","3.28"
"2020-07-21 22:40:34","1","3306","0.17"
"2020-07-21 22:40:34","1","3308","940.9"
"2020-07-21 22:40:34","1","3316","4.01"
"2020-07-21 22:42:04","4","3303","11.5"
"2020-07-21 22:42:04","4","3304","98.2"
"2020-07-21 22:42:04","4","3307","1.69"
"2020-07-21 22:42:05","4","3305","3.28"
"2020-07-21 22:42:05","4","3306","0.12"
"2020-07-21 22:42:05","4","3308","941.0"
"2020-07-21 22:42:05","4","3316","4.06"
"2020-07-21 22:51:12","1","3304","99.9"
"2020-07-21 22:51:12","1","3307","0.11"
"2020-07-21 22:51:12","1","3305","3.28"
"2020-07-21 22:51:12","1","3306","0.17"
"2020-07-21 22:51:13","1","3308","940.8"
"2020-07-21 22:51:13","1","3316","4.02"
"2020-07-21 22:52:43","4","3303","11.5"
"2020-07-21 22:52:43","4","3304","98.2"
"2020-07-21 22:52:43","4","3307","1.69"
"2020-07-21 22:52:44","4","3305","3.28"
"2020-07-21 22:52:44","4","3306","0.12"
"2020-07-21 22:52:44","4","3308","941.0"
"2020-07-21 22:52:44","4","3316","4.06"
"2020-07-21 22:53:06","2","3304","96.4"
"2020-07-21 22:53:06","2","3307","1.7"
"2020-07-21 22:53:06","2","3305","3.29"
"2020-07-21 22:53:06","2","3306","0.15"
"2020-07-21 22:53:07","2","3308","941.7"
"2020-07-21 22:53:07","2","3316","4.1"
"2020-07-21 23:02:58","1","3303","11.8"
"2020-07-21 23:02:58","1","3304","99.9"
"2020-07-21 23:02:58","1","3307","0.11"
"2020-07-21 23:02:59","1","3305","3.28"
"2020-07-21 23:02:59","1","3306","0.17"
"2020-07-21 23:02:59","1","3308","941.0"
"2020-07-21 23:02:59","1","3316","4.01"
"2020-07-21 23:05:29","4","3303","11.5"
"2020-07-21 23:05:30","4","3304","98.2"
"2020-07-21 23:05:30","4","3307","1.69"
"2020-07-21 23:05:30","4","3305","3.28"
"2020-07-21 23:05:30","4","3306","0.12"
"2020-07-21 23:05:30","4","3308","941.1"
"2020-07-21 23:05:30","4","3316","4.06"
"2020-07-21 23:06:15","2","3304","96.4"
"2020-07-21 23:06:15","2","3307","1.71"
"2020-07-21 23:06:15","2","3305","3.29"
"2020-07-21 23:06:15","2","3306","0.15"
"2020-07-21 23:06:16","2","3308","941.8"
"2020-07-21 23:06:16","2","3316","4.1"
"2020-07-21 23:15:44","1","3303","11.8"
"2020-07-21 23:15:44","1","3304","99.9"
"2020-07-21 23:15:44","1","3307","0.11"
"2020-07-21 23:15:44","1","3305","3.28"
"2020-07-21 23:15:44","1","3306","0.17"
"2020-07-21 23:15:45","1","3308","941.1"
"2020-07-21 23:15:45","1","3316","4.0"
"2020-07-21 23:18:16","4","3303","11.5"
"2020-07-21 23:18:16","4","3304","98.2"
"2020-07-21 23:18:16","4","3307","1.7"
"2020-07-21 23:18:16","4","3305","3.27"
"2020-07-21 23:18:16","4","3306","0.12"
"2020-07-21 23:18:17","4","3308","941.3"
"2020-07-21 23:18:17","4","3316","4.06"
"2020-07-21 23:18:22","2","3303","11.6"
"2020-07-21 23:18:23","2","3304","95.8"
"2020-07-21 23:18:23","2","3307","1.71"
"2020-07-21 23:18:23","2","3305","3.29"
"2020-07-21 23:18:23","2","3306","0.15"
"2020-07-21 23:18:23","2","3308","941.9"
"2020-07-21 23:18:23","2","3316","4.08"
"2020-07-21 23:28:55","4","3303","11.3"
"2020-07-21 23:28:55","4","3304","99.4"
"2020-07-21 23:28:55","4","3307","1.7"
"2020-07-21 23:28:55","4","3305","3.27"
"2020-07-21 23:28:55","4","3306","0.12"
"2020-07-21 23:28:55","4","3308","941.4"
"2020-07-21 23:28:56","4","3316","4.05"
"2020-07-21 23:30:37","1","3304","99.9"
"2020-07-21 23:30:37","1","3307","0.11"
"2020-07-21 23:30:37","1","3305","3.27"
"2020-07-21 23:30:38","1","3306","0.17"
"2020-07-21 23:30:38","1","3308","941.2"
"2020-07-21 23:33:43","2","3303","11.6"
"2020-07-21 23:33:43","2","3304","95.8"
"2020-07-21 23:33:43","2","3307","1.71"
"2020-07-21 23:33:43","2","3305","3.28"
"2020-07-21 23:33:43","2","3306","0.15"
"2020-07-21 23:33:44","2","3308","942.0"
"2020-07-21 23:33:44","2","3316","4.1"
"2020-07-21 23:43:43","1","3303","11.5"
"2020-07-21 23:43:43","1","3304","99.9"
"2020-07-21 23:43:43","1","3307","0.11"
"2020-07-21 23:43:43","1","3305","3.26"
"2020-07-21 23:43:44","1","3306","0.17"
"2020-07-21 23:43:44","1","3308","941.3"
"2020-07-21 23:43:44","1","3316","4.01"
"2020-07-21 23:43:48","4","3303","11.3"
"2020-07-21 23:43:49","4","3304","99.4"
"2020-07-21 23:43:49","4","3307","1.69"
"2020-07-21 23:43:49","4","3305","3.27"
"2020-07-21 23:43:49","4","3306","0.12"
"2020-07-21 23:43:49","4","3308","941.4"
"2020-07-21 23:43:50","4","3316","4.06"
"2020-07-21 23:48:02","2","3303","11.4"
"2020-07-21 23:48:02","2","3304","96.0"
"2020-07-21 23:48:02","2","3307","1.7"
"2020-07-21 23:48:02","2","3305","3.28"
"2020-07-21 23:48:02","2","3306","0.15"
"2020-07-21 23:48:03","2","3308","942.1"
"2020-07-21 23:48:03","2","3316","4.07"
"2020-07-21 23:58:36","1","3304","99.9"
"2020-07-21 23:58:36","1","3307","0.11"
"2020-07-21 23:58:37","1","3305","3.26"
"2020-07-21 23:58:37","1","3306","0.17"
"2020-07-21 23:58:37","1","3308","941.3"
"2020-07-21 23:58:37","1","3316","4.0"
"2020-07-21 23:58:43","4","3303","11.3"
"2020-07-21 23:58:43","4","3304","99.9"
"2020-07-21 23:58:43","4","3307","1.67"
"2020-07-21 23:58:43","4","3305","3.27"
"2020-07-21 23:58:43","4","3306","0.12"
"2020-07-21 23:58:43","4","3308","941.4"
"2020-07-21 23:58:43","4","3316","4.06"
"2020-07-22 00:01:11","2","3303","11.4"
"2020-07-22 00:01:11","2","3304","96.0"
"2020-07-22 00:01:11","2","3307","1.7"
"2020-07-22 00:01:11","2","3305","3.28"
"2020-07-22 00:01:11","2","3306","0.15"
"2020-07-22 00:01:12","2","3308","942.1"
"2020-07-22 00:01:12","2","3316","4.08"
"2020-07-22 00:09:21","4","3303","11.3"
"2020-07-22 00:09:22","4","3304","99.9"
"2020-07-22 00:09:22","4","3307","1.69"
"2020-07-22 00:09:22","4","3305","3.26"
"2020-07-22 00:09:22","4","3306","0.12"
"2020-07-22 00:09:22","4","3308","941.4"
"2020-07-22 00:09:22","4","3316","4.06"
"2020-07-22 00:10:22","1","3303","11.7"
"2020-07-22 00:10:23","1","3307","0.11"
"2020-07-22 00:10:23","1","3305","3.25"
"2020-07-22 00:10:23","1","3306","0.17"
"2020-07-22 00:10:23","1","3308","941.3"
"2020-07-22 00:10:24","1","3316","4.01"
"2020-07-22 00:15:30","2","3303","11.8"
"2020-07-22 00:15:30","2","3304","97.7"
"2020-07-22 00:15:30","2","3307","1.7"
"2020-07-22 00:15:30","2","3305","3.26"
"2020-07-22 00:15:31","2","3306","0.15"
"2020-07-22 00:15:31","2","3308","942.1"
"2020-07-22 00:15:31","2","3316","4.1"
"2020-07-22 00:24:04","3","3303","12.0"
"2020-07-22 00:24:15","4","3303","11.6"
"2020-07-22 00:24:16","4","3304","99.9"
"2020-07-22 00:24:16","4","3307","1.68"
"2020-07-22 00:24:16","4","3305","3.25"
"2020-07-22 00:24:16","4","3306","0.12"
"2020-07-22 00:24:16","4","3308","941.5"
"2020-07-22 00:24:16","1","3303","11.7"
"2020-07-22 00:24:16","4","3316","4.05"
"2020-07-22 00:24:16","1","3304","99.9"
"2020-07-22 00:24:17","1","3307","0.11"
"2020-07-22 00:24:17","1","3305","3.25"
"2020-07-22 00:24:17","1","3306","0.17"
"2020-07-22 00:24:17","1","3316","4.0"
"2020-07-22 00:29:49","2","3303","11.8"
"2020-07-22 00:29:49","2","3304","97.7"
"2020-07-22 00:29:49","2","3307","1.7"
"2020-07-22 00:29:49","2","3305","3.26"
"2020-07-22 00:29:50","2","3306","0.15"
"2020-07-22 00:29:50","2","3308","942.2"
"2020-07-22 00:29:50","2","3316","4.08"
"2020-07-22 00:34:54","4","3303","11.6"
"2020-07-22 00:34:54","4","3304","99.9"
"2020-07-22 00:34:55","4","3307","1.68"
"2020-07-22 00:34:55","4","3305","3.24"
